text,label
خليني اروح لقائمة تغيير البيانات,X X X X X
كم الحساب,X X
وريني الاوردرات الي طلبتها قبل كدا,X X X X X X
ممكن استبعد العنوان ده,X X X X
عايزة اعدل رقم الموبايل,X X X X
ممكن توريني منيو الفطار في ماكدونالدز,X X X X X X
بدى أطلع على قوائم الطعام فى ماكدونالدز,X X X X X X X
من فضلك عايز اشوف الحاجات اللى انا طلبتها,X X X X X X X X
الاوردر رقم 854758 مجاش لحد دلوقتى ليه,X X OrderNumber X X X X
بدي وجبتي المفضلة اذا بتريد,X X X X X
بدى اطلع على مكان الاوردر المعنون برقم 9556,X X X X X X X OrderNumber
ارسلي اجمال الطلب حقي,X X X X
داير اسأل عن اشيا,X X X X
عندكوا سلطات,X MenuName
عايزه فرنساوي,X X
لو سمحت اشوف منيو الفطار في ماك,X X X X X X X
من فضلك هاضيف وجبة الهابي ميل,X X X ItemName ItemName ItemName
عايز اضيف عنون بيتي,X X X X
عايز اطلب من المشاوي,X X X MenuName
كان بدي اعطيك عنواني,X X X X
هاخد وجبة الدويتو بعد اذنك,X ItemName ItemName X X
عايزة اغير رقم التليفون,X X X X
عسلام,X
ممكن تخليني اشوف منيو الساندوتشات في هارديز,X X X X X X X
الاوردر صارلو زمان و ما وصل لالحين,X X X X X X X
عايز حسابي,X X
خليني اتواصل معك بالانجليزية,X X X Language
بدياك تطلعنى على قائمتى المفضله,X X X X X
حابب اضيف وجبة البيج تيستي,X X ItemName ItemName ItemName
فيك تحاسبني,X X
ممكن اشوف الاوردر من الاول لو سمحت,X X X X X X X
ايه المرحلة الي جاية,X X X X
ترجملي الكلام بالعربي,X X Language
عايزة اسجل عنوان البيت لو سمحت,X X X X X X
بدى اغير اللغه,X X X
اذهب لقايمة تعديل البيانات,X X X X
راجعلى اوردرى,X X
فيني اطلب الحجم الصغير,X X X ItemSize
هيوصلي الاوردر في خلال اد ايه,X X X X X X
فيك تلغي العنوان تبعي,X X X X
امسحلي وجبة الليتل تيستي,X ItemName ItemName ItemName
عاوز اتابع الاكل الي طلبته,X X X X X
بدي طبق شريمب كبير معه سويت اند صور صوص,X ItemName ItemName ItemSize Include Topping_Include Topping_Include Topping_Include X
عايزة اطلب 2 بيتزا تشيكن رانش حجم كبير,X X itemnumber ItemName ItemName ItemName X ItemSize
3 تشيكن برجر فرنساوي كبير,itemnumber ItemName ItemName ItemSize ItemSize
الطلبات هتيجي امتى,X X X
الاوردر هيجيي في قد ايه,X X X X X
فرجينى قائمه هارديز,X X X
وين المعضله,X X
عايز الغي عنواني لو سمحت,X X X X X
هل هناك مشاكل فى الاوردر رقم 203060,X X X X X X OrderNumber
صار بدي الغي وجبة التوفير,X X X ItemName ItemName
ابي اغير عنوان لو سمحت,X X X X X
ضيف الأول,Include X
احضرلي طبق مكرونة مع الصوص الابيض,X ItemName ItemName Include Topping_Include Topping_Include
وريني الاكل الي موجود بعد اذنك,X X X X X X
خليني اشوف الاكل الي طلبته,X X X X X
حابب اشوف الي طلبته قبل كدا,X X X X X X
ارغب في الدفع من فضلك,X X X X X
عايزة ساندوتش شاورما و زودلي تومية,X ItemName ItemName X Include Topping_Include
داير راجع على الطلبات,X X X X
هاتلي قائمة الطعام,X X X
هلا بوت,X X
خليني شوف الاكل يلي موجود,X X X X X
دبل,X
لدي استفسار,X X
بدي تابع الاوردر اذا بتريد,X X X X X
دا رقمي 01147786952,X X phone
حابة اسأل عن حاجة,X X X X
ممكن احدث رقم موبايلي,X X X X
اريد الذهاب الى قائمة تغيير البيانات,X X X X X X
فيني اذهب لقائمة تغيير البيانات,X X X X X
اقدر اذهب للقائمة السابقة,X X X X
عايزة اشيل عنوان بيتي,X X X X
تحدث فرنسي,X Language
من فضلك تغير رقم التليفون 01227795879,X X X X X phone
هضيف وجبة ليتل تيستي,X ItemName ItemName ItemName
تقدر تنقلني لحد من خدمة العملاء,X X X X X X
قدم لي المنيو من فضلك,X X X X X
دلنى حتى اغير رقم الجوال تبعى,X X X X X X
هذا عنوان اخر,X X X
حل مكان الاوردر تويكا,X X X X
عايزه حجمه متوسط لو سمحت,X X ItemSize X X
معليش حبيبي كيف اغير رقم الجوال,X X X X X X
راح غير البيانات حقي,X X X X
بلررتا,X
مرحبا بوت,X X
فيك تحكيني عربي,X X Language
قديش بياخد وقت,X X X
بدي اطلع عالكارت,X X X
ممكن ادفع الحساب,X X X
فيني استرجع الاوردرات المسجلة,X X X X
فيني اخد الشيك الحين,X X X X
ابي ضيف عنوان جديد,X X X X
فيني غير رقم الموبايل,X X X X
بدي الغي وجبة الفراخ المكسيكية,X X ItemName ItemName ItemName
عاوز اشوف قائمة الطعام المفضل,X X X X X
شيل الطماطم,Exclude Topping_Exclude
حابب اطلب وجبة التشيكن تندر معاها رانش صوص,X X PredefinedMealName PredefinedMealName PredefinedMealName Include Topping_Include Topping_Include
رايد 5 شاورما وزود مايونيز,X itemnumber ItemName Include Topping_Include
ما عاد بدي وجبة التوفير,X X X ItemName ItemName
ابغى الشيك حقي,X X X
عايزو حجم متوسط,X X ItemSize
بعد اذنك عايزاهم كبار,X X X ItemSize
اقدر استفسر عن حاجة,X X X X
هيوصلني الاوردر امتى,X X X
بيف برجر ساندوتش معاه اكسترا مستردة,ItemName ItemName ItemName Include Include Topping_Include
ابى اختار رقم اثنين,X X X X
3 ساندوتشات شاورما لحمة كيزر معاههم تومية,itemnumber ItemName ItemName ItemName ItemSize Include Topping_Include
3 ساندوتشات كبدة اسكندراني عليها طحينة,itemnumber ItemName ItemName ItemName Include Topping_Include
راح اجولك شو صاير وياي,X X X X X
خليني امسح عنواني,X X X
راح زود شي وجبة التوفير,X X X ItemName ItemName
هاضيف رقم موبايلي الجديد,X X X X
فيني الغي وجبة الماك دينار اذا بتريد,X X ItemName ItemName ItemName X X
عايز اضيف عنوان شقتي,X X X X
انا عايزة اسأل على حاجة,X X X X X
هاتابع مع حضرتك الاوردر أول بأول,X X X X X X
احتاج الى تبديل رقم هاتفي,X X X X X
اقدر احول اللغة,X X X
عايزة اتحدث بالفرنسية,X X Language
عاوز اتابع الأكل,X X X
ابغى غير رقم الموبايل حقي,X X X X X
ممكن تبعتلي قائمة تغيير البيانات,X X X X X
حبيبي فيك تعدلي رقم جوالي,X X X X X
هاطلب 3 بيتزا مارجريتا حجم كبير و زود بصل,X itemnumber ItemName ItemName X ItemSize X Include Topping_Include
عايز اعرف محتويات الاوردر السابق برقم 5587,X X X X X X OrderNumber
عايز اتواصل مع ممثل خدمة عملاء,X X X X X X
ضيف وجبة ميكس جريل,X ItemName ItemName ItemName
ابغى اراجع على الطلبات حجي,X X X X X
بدياك تطلبلي 3 بيتزا بيبروي حجم كبير,X X itemnumber ItemName ItemName X ItemSize
ابي 3 صمونات دياي معها جوتي و بطاط,X itemnumber ItemName ItemName Include X X Topping_Include
راح زودكن بالعنوان تبعي,X X X X
عايز ابدل رقمي,X X X
بغيت اعرف وين الحل,X X X X
عاوز اتكلم مع ممثل خدمة عملاء,X X X X X X
عايزة اغير البيانات بتاعتي لو سمحت,X X X X X X
ابغى غير عنوان البيت حقي,X X X X X
عايزة الاوردرات القديمة,X X X
فيك تغيرلي اللغة بليز,X X X X
اعرضلي طعام المفضل,X X X
بدي غير العنوان,X X X
هل تقبلون البطاقات الائتمانية,X X X X
فين المشكله,X X
من فضلك ممكن تحولنى لاتحدث مع ممثل خدمه العملاء,X X X X X X X X X
مارجريتا,ItemName
عايز بيبروني بيتزا بدون بصل,X ItemName ItemName Exclude Topping_Exclude
عايز قائمة المطعم الرئيسية,X X X X
وريني الطلبات السابقة,X X X
ما بيصير انتظر الاوردر كل هالقد,X X X X X X
اعرض لي قائمة الطعام,X X X X
اعرضلي الاوردر من الاول,X X X X
خاطر ع بالى تغيرلى رقم الفون للرقم 094390403,X X X X X X X phone
فيك تفرجيني منيو السلطات,X X X MenuName
عاودني بالمنيو,X X
ممكن اشوف منيو الفطار فى سوبريم,X X X X X X
اذا بدك بضيف العنوان,X X X X
عطلان بشي مشكلة,X X X
عايز اشوف الكارت لو سمحت,X X X X X
وريني منيو الوجبات بماكدونالدز,X X X X
اظهرلى اكثر ما اطلب,X X X X
خليني شوف الشيك قديش صار,X X X X X
ابغا ضيف التشيكن ماكدو,X X ItemName ItemName
داير بدل رقم الجوال,X X X X
ممكن تنقلني للقائمة الرئيسية,X X X X
حطلي كمان باكت بطاطس عليها كاتشب و مايونيز,X X ItemName ItemName Include X X Topping_Include
طبق كبير,X ItemSize
حسابى كام,X X
بدي سجل عنوان البيت اذا بتريد,X X X X X X
ابغى اضيف رقم ثابت,X X X X
خليني الغي العنوان من فضلك,X X X X X
راح ارسل عنواني الجديد,X X X X
ابعتلي الحاجات الي طلبتها,X X X X
بدي شوف الطلبات من جديد,X X X X X
عايزة ارجع لقائمة تحديث البيانات لو سمحت,X X X X X X X
بلكى اشوف ايش طلباتى,X X X X
عايز الغي عنواني,X X X
حابب اسأل عن شي,X X X X
راح زودكن بعنوان البيت,X X X X
عايزة اعرف الاكل بياخد وقت اد ايه,X X X X X X X
وريني قائمة الطعام من فضلك,X X X X X
ساندوتش,X
هاطلب بيبروني بيتزا,X ItemName ItemName
عايز اشوف المنيو لو سمحت,X X X X X
ممكن ألغي العنوان,X X X
هبعت محل اقامتي,X X X
ممكن استخدم رقم مختلف,X X X X
انا عايز الحجم الكبير,X X X ItemSize
عايزة اعرف ايه الأطباق الرئيسية الي موجودة في باندا هاوس,X X X X X X X X X X
عايز الغي وجبة التشيكن ستربس,X X ItemName ItemName ItemName
قوللي الاوردر فاضله قد ايه,X X X X X
عندي مشكلة في تسجيل البيانات,X X X X X
اريد ان اغير عنوان المنزل,X X X X X
هيوصلني امتى الطلبات,X X X
اقدر اشوف المنيو,X X X
ليشه ما ايجا لاطلب برقم 85476 الى الان,X X X X X OrderNumber X X
عايز اسجل عنواني,X X X
داير احذف العنوان,X X X
بغيت اعرف وين المشكله,X X X X
مع الشيدر صوص,Include Topping_Include Topping_Include
عايزها كبيرة,X ItemSize
3 باكت بطاطس محمرة معاها شيدر صوص,itemnumber ItemName ItemName ItemName Include Topping_Include Topping_Include
ابي شوف الاكل يلي موجود,X X X X X
اذا بدك تفرجيني القائمة المفضلة تبعي,X X X X X X
خليني شوف الطعام يلي موجود,X X X X X
